	text	frequency	label
16011	Fasbinder	8	Beruf
55864	Rikermann	1	Rufname
1599	Antonovich	2	Rufname
22120	Großklas	6	Rufname
50263	Optenplatz	26	Wohnstätte
37416	Kristiansen	25	Rufname
58909	Scheefisch	1	Beruf
34640	Kleinerts	1	Übername
16374	Fenderich	1	Beruf
70683	Unbescheidt	5	Übername
30708	Jandeck	24	Rufname
32813	Karalis	28	Übername
43281	Mainold	1	Rufname
39069	Küntopf	6	Herkunft
54970	Reinewardt	7	Rufname
77346	Wöbking	52	Rufname
68720	Thieleking	10	Rufname
59246	Schergen	10	Beruf
77411	Wöltjen	111	Rufname
208	Achberger	119	Herkunft
66995	Stumpner	21	Übername
1531	Anselmann	110	Rufname
48723	Nippoldt	12	Rufname
72567	vom Weg	9	Wohnstätte
66191	Stinus	10	Rufname
61444	Schuhart	25	Beruf
62676	Seelwinder	6	Beruf
13382	Duvenkropp	8	Übername
53097	Preikszas	24	Übername
56319	Rohlfsen	31	Rufname
73473	Walthier	44	Rufname
38619	Köbbemann	50	Rufname
70338	Tönnies	684	Rufname
27209	Hilkemeier	37	Beruf
4242	Berendsmeier	5	Beruf
20931	Goudefroy	7	Rufname
71747	Voermann	27	Beruf
45817	Mikusz	3	Rufname
70981	Uschdraweit	6	Wohnstätte
15459	Erni	59	Rufname
56256	Roggenbrod	2	Beruf
70150	Tschoepke	7	Rufname
57294	Rußwurm	200	Übername
6253	Bonck	13	Übername
32331	Kaireitis	5	Übername
4073	Beniker	2	Rufname
51690	Petersdorf	199	Herkunft
26176	Henderkes	41	Rufname
18962	Gavrilidou	3	Rufname
36672	Kovarik	79	Beruf
53583	Puetter	6	Wohnstätte
19222	Geiselbrecht	37	Rufname
63586	Siemundt	1	Rufname
16597	Feyerfeil	5	Beruf
28840	Huebers	3	Rufname
47886	Nettelbusch	6	Wohnstätte
14084	Efstathiou	23	Rufname
70576	Ulderich	4	Rufname
14339	Eiblwieser	13	Wohnstätte
23886	Haertl	35	Rufname
41044	Liesens	5	Rufname
32699	Kappelmeier	111	Beruf
61477	Schukert	4	Beruf
51222	Paulovits	5	Rufname
8911	Büddeker	2	Beruf
68211	Tenberken	51	Wohnstätte
32448	Kalscheid	14	Herkunft
77429	Wörndle	63	Rufname
73200	Waiand	1	Rufname
26154	Hemmo	20	Rufname
65114	Stankat	13	Rufname
44853	Meinhard	374	Rufname
42348	Luttmer	80	Rufname
67122	Stöcklhuber	13	Beruf
34694	Kleinmaier	66	Beruf
26906	Hesterkamp	37	Wohnstätte
13538	Dönert	1	Rufname
20911	Gottschlick	13	Rufname
62769	Seidenfuß	73	Übername
13162	Dröschel	84	Beruf
11112	Degroote	1	Übername
68581	Theocharis	25	Rufname
55278	Remmes	34	Rufname
64882	Spängler	53	Beruf
1066	Altehans	6	Rufname
3330	Bartuschka	10	Rufname
28494	Hopff	41	Beruf
16144	Federspieler	8	Beruf
59459	Schiekel	119	Übername
71106	Vaisnoras	1	Rufname
48314	Niedenzu	157	Wohnstätte
55803	Riepshoff	59	Herkunft
44258	Matuschewsky	7	Rufname
45322	Metag	83	Rufname
55711	Riefflin	7	Rufname
45768	Mikolas	23	Rufname
12385	Ditzmann	9	Rufname
71226	Vassiliou	64	Rufname
47733	Nein	133	Übername
12979	Dreisgacker	1	Übername
34579	Kleine-Jäger	7	Wohnstätte
27986	Hohbaum	3	Wohnstätte
2443	Babst	190	Übername
1761	Arentsen	8	Rufname
26103	Helwig	921	Rufname
44970	Melchiors	40	Rufname
23684	Habricht	19	Rufname
8309	Burgwald	16	Rufname
34571	Kleine-Finke	10	Wohnstätte
47928	Neubuhr	2	Beruf
1351	Andorfer	115	Herkunft
78192	Zervou	2	Übername
76382	Wittstock	579	Herkunft
1300	Anagnostis	2	Beruf
1027	Allwinn	11	Rufname
29588	Hölzemer	32	Herkunft
67494	Symonenko	3	Rufname
78258	Ziegelmueller	1	Beruf
70503	Uetze	10	Herkunft
15077	Engelking	371	Rufname
33894	Kientze	1	Rufname
44643	Meergans	131	Übername
7901	Buchführer	8	Beruf
5776	Blumensath	25	Beruf
44932	Meiswinkel	289	Herkunft
17844	Friemer	23	Beruf
36246	Kopac	17	Beruf
76568	Wohler	184	Rufname
67965	Tappendorff	7	Herkunft
55591	Richtering	29	Beruf
12327	Ditschmann	2	Rufname
70204	Tumbrinck	7	Wohnstätte
12421	Dmitruk	4	Rufname
54105	Rahtjen	8	Rufname
67597	Szipann	2	Rufname
168	Abrell	167	Übername
63746	Simeitis	3	Rufname
69019	Thumberger	19	Wohnstätte
36186	Konstandin	83	Rufname
27583	Hlavatschek	3	Übername
71433	Verhölsdonk	6	Wohnstätte
40512	Lennertz	186	Rufname
40892	Lichtwerk	2	Beruf
65699	Steinhäusle	1	Wohnstätte
70611	Ulmers	5	Rufname
61117	Schomaekers	4	Beruf
19605	Germerodt	62	Herkunft
56494	Roodakker	4	Wohnstätte
26412	Henze	3769	Rufname
47334	Nabrotzky	42	Übername
53073	Prausewetter	3	Übername
30830	Janouschek	71	Rufname
7337	Brokmöller	4	Beruf
64761	Splettstöhser	5	Beruf
38362	Kuschmirek	2	Beruf
8458	Buttwil	2	Rufname
49156	Nuck	92	Übername
49626	Oberringer	17	Wohnstätte
40904	Liebehenschel	36	Rufname
30822	Janoszek	7	Rufname
75484	Wiedewild	9	Übername
56894	Roßmöller	38	Beruf
29643	Höpner	412	Beruf
2804	Balschmieter	6	Beruf
73453	Walraven	39	Rufname
27678	Hoefelein	2	Wohnstätte
68580	Theocharidou	9	Rufname
43189	Mahlitz	90	Herkunft
1072	Altemeyer	58	Beruf
48758	Nitzgen	25	Rufname
34343	Klajnszmit	1	Beruf
71786	Voget	92	Beruf
67885	Takats	17	Beruf
56925	Ruchöft	1	Übername
65633	Steinfoehr	1	Beruf
2457	Bachiri	19	Rufname
69841	Trautmannsberger	35	Herkunft
37088	Kravcuk	12	Beruf
28153	Holtappels	144	Übername
17364	Frangenberg	130	Herkunft
10152	Coqui	19	Beruf
59710	Schindler	11863	Beruf
62562	Sebastians	1	Rufname
68569	Thenhart	3	Rufname
68220	Tendam	14	Wohnstätte
27883	Hoffschneider	29	Beruf
6264	Bondiek	35	Herkunft
46275	Molders	5	Beruf
42864	Lütkenhölter	3	Wohnstätte
73582	Wappenhans	14	Rufname
26466	Herbart	51	Rufname
64270	Solscheid	52	Herkunft
5524	Blaschewitz	2	Rufname
11492	Derbofen	5	Wohnstätte
10372	Cylke	5	Rufname
32438	Kalogeraki	1	Übername
71419	Verheien	5	Wohnstätte
44098	Mathäß	46	Rufname
49497	Oberhans	9	Rufname
75402	Wiebrands	1	Rufname
32563	Kamperschrör	12	Beruf
75113	Wetterauer	107	Herkunft
50123	Ollmer	16	Rufname
44097	Mathäy	8	Rufname
32373	Kalchschmied	1	Beruf
73228	Waimert	15	Rufname
34709	Kleinschmitz	2	Beruf
48860	Nolte	7113	Rufname
76467	Wodara	85	Beruf
34601	Kleine-Weber	24	Wohnstätte
39529	Langenmantel	8	Übername
57102	Ruggiero	113	Rufname
64837	Springindschmitten	16	Übername
47949	Neuen	133	Übername
6251	Bonaventura	138	Rufname
75023	Westenfeld	26	Herkunft
59202	Scheper	436	Beruf
17826	Friedrichson	36	Rufname
67199	Stövsand	12	Übername
74500	Weitekamp	37	Wohnstätte
2986	Barcke	4	Wohnstätte
55754	Riekers	73	Rufname
17965	Fritzsch	1124	Rufname
7928	Buchmueller	3	Beruf
59974	Schlenzak	2	Herkunft
7768	Brücklmayer	15	Beruf
529	Aengenheyster	64	Wohnstätte
24449	Hanfstängl	28	Beruf
11956	Diethe	16	Rufname
74355	Weinl	88	Rufname
17362	Franczek	1	Rufname
42170	Luibl	44	Rufname
40126	Leibrecht	99	Rufname
36248	Kopacsek	2	Beruf
31602	Josef	219	Rufname
46293	Mollner	62	Beruf
68780	Thierau	20	Herkunft
55182	Reißdörfer	4	Herkunft
70087	Tsaousidis	17	Beruf
52166	Philippek	23	Rufname
17509	Fredrich	680	Rufname
34382	Klassing	1	Rufname
60516	Schmiederjürgen	1	Rufname
54431	Rauchschwalbe	31	Übername
18269	Frühbus	4	Herkunft
17637	Frenze	8	Rufname
78683	Zumberge	3	Wohnstätte
10881	Darfschlag	10	Rufname
36504	Kosiellek	3	Übername
34739	Kleisle	3	Rufname
9347	Ceglarski	50	Beruf
64511	Spannring	30	Beruf
15111	Englhard	99	Rufname
18500	Führböter	9	Beruf
17420	Franzky	99	Rufname
78685	Zumbiel	23	Wohnstätte
54242	Randerath	184	Herkunft
31903	Jurkat	123	Rufname
76061	Winhardt	20	Rufname
42539	Löper	358	Beruf
4344	Bergweiler	102	Herkunft
62919	Sellhorn	121	Herkunft
12403	Dißelmeier	5	Beruf
72068	Vorderbrügge	48	Wohnstätte
24484	Hannecke	32	Rufname
75668	Wiesendanger	34	Herkunft
15074	Engelkenjohann	3	Rufname
76644	Woitkus	8	Rufname
51022	Pappas	175	Beruf
48869	Noltensmeyer	13	Beruf
55051	Reinschmied	2	Beruf
11080	Deeken	430	Rufname
23038	Gäntner	4	Beruf
66823	Strothenke	62	Rufname
6392	Borchmeyer	25	Beruf
35358	Knapic	10	Beruf
31081	Jenewein	140	Rufname
39536	Langerfeldt	3	Herkunft
38450	Kuznecow	6	Beruf
28284	Holzemer	45	Herkunft
71889	Volkenroth	1	Herkunft
40893	Lidvinov	1	Herkunft
74435	Weishuhn	14	Übername
24464	Hanitsch	108	Rufname
11020	Debold	86	Rufname
29538	Höflmair	21	Beruf
41375	Littwack	1	Herkunft
50174	Onderka	148	Rufname
59818	Schlagintweit	48	Übername
12251	Dirzuweit	4	Beruf
13169	Drößler	355	Beruf
13171	Drügemöller	38	Beruf
5300	Birkenbihl	14	Wohnstätte
66053	Stichtenoth	25	Beruf
24388	Handreg	4	Rufname
54594	Reckwardt	20	Rufname
69496	Tkotzyk	1	Beruf
49390	Nützschke	7	Rufname
12580	Doleisch	4	Wohnstätte
75176	Weyerhauser	1	Herkunft
41718	Lohwasser	350	Wohnstätte
44956	Meklenborg	5	Herkunft
55422	Retzlaf	12	Rufname
43877	Marthienß	1	Rufname
35765	Koenigbauer	2	Beruf
48129	Neuschäffer	23	Beruf
15565	Eschenweck	42	Beruf
45402	Mewus	4	Rufname
24549	Hansken	2	Rufname
46325	Monneweg	10	Übername
74813	Wentzell	27	Rufname
12353	Dittkrist	82	Rufname
56840	Rotweiler	2	Herkunft
32348	Kalaitzis	68	Beruf
35833	Koerwer	7	Beruf
60643	Schmüser	189	Übername
45067	Menker	84	Rufname
63483	Siegemeyer	17	Beruf
29719	Hövelberend	10	Rufname
56797	Rotmeier	2	Beruf
55959	Rittmüller	66	Beruf
51871	Pfaender	42	Beruf
78754	Zwanger	16	Beruf
48271	Nicoleitzik	6	Rufname
26242	Henkenberens	19	Rufname
23297	Götfert	1	Rufname
17789	Friederes	9	Rufname
28914	Hufnagel	1669	Beruf
25174	Havertz	95	Rufname
67471	Symanczyk	30	Rufname
19066	Geerdinck	1	Rufname
52181	Philippssohn	2	Rufname
7924	Buchmayr	2	Beruf
63837	Sindt	191	Rufname
26960	Heumeyer	3	Beruf
75539	Wiehland	1	Rufname
71833	Voith	199	Beruf
37424	Kristoff	6	Rufname
57314	Ryborsch	52	Beruf
320	Adamheit	2	Rufname
61702	Schwarcz	31	Übername
70878	Unterwegner	8	Herkunft
5056	Biernbrodt	2	Übername
49715	Ockenfuß	54	Übername
73494	Wams	5	Beruf
12299	Diszeratis	7	Beruf
74651	Wemuth	18	Übername
54666	Regenold	41	Rufname
73268	Walbersdorf	35	Herkunft
36651	Kovalenko	119	Beruf
50556	Ottehenning	14	Rufname
11790	Diedtemann	3	Rufname
21624	Groenenwald	6	Wohnstätte
445	Adleff	40	Rufname
50852	Panagos	10	Rufname
65083	Stangelmaier	2	Beruf
36676	Kovatsch	22	Beruf
38408	Kusterle	3	Beruf
63761	Simmacher	7	Beruf
17698	Frey	11195	Übername
39739	Laurence	10	Rufname
66887	Ströbelt	5	Übername
41040	Liesenkloss	5	Rufname
44188	Matthieu	72	Rufname
33623	Kerseboom	11	Wohnstätte
73942	Wegerl	11	Beruf
50321	Orosz	72	Herkunft
73257	Waitschus	2	Rufname
19907	Gibhardt	86	Rufname
45082	Mennen	176	Rufname
62804	Seiferle	13	Rufname
49255	Nylant	1	Wohnstätte
41260	Linsenmayer	45	Beruf
17696	Freundlich	61	Übername
66208	Stiskalek	1	Übername
34884	Klimetschek	4	Rufname
14276	Ehrenhard	12	Rufname
4501	Bernhardi	76	Rufname
53820	Quakernack	61	Wohnstätte
14151	Eggerking	35	Rufname
17232	Folmert	4	Rufname
44260	Matuschke	107	Rufname
50963	Papanikolaou	43	Rufname
13199	Duchscherer	79	Beruf
31165	Jespersen	58	Rufname
62486	Schüttauf	128	Beruf
19654	Gernucks	7	Beruf
33320	Kazimirowicz	10	Rufname
58451	Say	61	Rufname
60992	Schoenheinz	7	Rufname
68759	Thiemel	45	Rufname
15818	Faad	6	Beruf
62491	Schüttelkopf	6	Übername
51103	Pasold	149	Rufname
34236	Kistmacher	30	Beruf
23758	Hadersdorfer	82	Herkunft
23261	Görrißen	3	Rufname
3464	Baues	237	Wohnstätte
25261	Haßelfeldt	1	Wohnstätte
24465	Hanitzsch	251	Rufname
45118	Mentjes	14	Rufname
46024	Mittelstrasser	3	Wohnstätte
2817	Balseris	1	Rufname
45090	Menningmann	26	Rufname
23016	Gänsbauer	34	Beruf
73472	Walthers	3	Rufname
22715	Gudzent	11	Herkunft
21518	Griguszies	6	Rufname
50369	Ortmüller	122	Beruf
53691	Pätzhold	15	Rufname
36123	Konetschny	34	Wohnstätte
72765	von Konrad	1	Rufname
1390	Andries	65	Rufname
27103	Heßland	60	Herkunft
66361	Stoewhase	9	Beruf
19513	Gerdhennrich	1	Rufname
78705	Zumholte	27	Wohnstätte
54335	Rassmanns	4	Rufname
44891	Meintker	4	Rufname
51568	Perkuhn	325	Übername
66615	Stratenschulte	46	Beruf
40977	Liebwein	56	Rufname
13480	Dännhardt	6	Rufname
65380	Steenbreker	15	Beruf
15361	Erkelenz	374	Herkunft
32106	Jüttemann	57	Rufname
4492	Berndtsen	14	Rufname
54682	Rehacek	2	Rufname
4308	Berglehner	52	Beruf
61371	Schubertrügmer	13	Herkunft
57660	Rübesamen	126	Beruf
30632	Jakubzick	7	Rufname
58190	Sandfoss	1	Übername
68660	Thewißen	5	Rufname
19963	Giesberts	18	Rufname
56699	Rotermil	2	Übername
2400	Aßelborn	10	Herkunft
3737	Beerschneider	9	Beruf
50724	Paalen	3	Rufname
16263	Feiner	258	Beruf
36405	Kornmeßer	3	Beruf
32997	Kasperat	4	Rufname
13614	Dörrien	6	Herkunft
25827	Heinzelbäcker	1	Beruf
39381	Lammermann	43	Rufname
72076	Vordermayr	7	Beruf
10479	Czigler	14	Beruf
75588	Wienhard	11	Rufname
5741	Bludow	1	Herkunft
27621	Hochmiller	4	Beruf
38853	Körstein	2	Rufname
15179	Enzelmann	6	Rufname
53337	Prokes	6	Rufname
75376	Wieand	20	Rufname
12722	Domjörgen	1	Rufname
19330	Gelweiler	2	Herkunft
46208	Moennich	10	Übername
64733	Spitzhirn	46	Übername
12745	Domroese	41	Herkunft
51021	Pappa	26	Beruf
49075	Novoveszky	3	Herkunft
38010	Kuhnardt	1	Rufname
42050	Luebbers	14	Rufname
6840	Braumiller	37	Beruf
9545	Chmieleski	11	Herkunft
73345	Walenczus	1	Rufname
65472	Stegemüller	5	Beruf
48070	Neun	270	Übername
60267	Schlöser	9	Beruf
47461	Naseband	25	Herkunft
43937	Martschenke	10	Rufname
19719	Gerstmayr	154	Beruf
11793	Diegmueller	2	Beruf
23750	Hadenfeld	15	Herkunft
29146	Hutfils	11	Beruf
28806	Huckebrink	44	Wohnstätte
36498	Koselleck	10	Übername
49975	Ohlschläger	1	Beruf
17544	Freibauer	24	Beruf
67614	Sznajder	10	Beruf
27141	Hilberoth	13	Herkunft
63862	Sinramm	1	Rufname
68273	Ternes	702	Rufname
61296	Schroeren	77	Beruf
20396	Gob	28	Rufname
24881	Haseloff	430	Herkunft
19114	Gehbald	2	Rufname
54167	Rajngard	3	Rufname
60606	Schmolke	994	Beruf
72340	Völlmann	13	Rufname
53376	Propsthain	4	Herkunft
20466	Goedert	57	Rufname
72305	Völckert	3	Rufname
28094	Hollergschwandner	2	Wohnstätte
17242	Foltz	105	Rufname
2217	Augustinus	1	Rufname
50934	Papadimou	2	Rufname
42823	Lütjemüller	6	Beruf
74636	Welschmid	5	Beruf
77314	Wälther	13	Rufname
3765	Behne	504	Rufname
60956	Schoene	166	Übername
70838	Untermayer	5	Beruf
61696	Schwantner	56	Wohnstätte
68880	Thoennes	49	Rufname
12702	Domeyer	312	Beruf
10399	Czarnak	2	Übername
71163	Vandermeulen	3	Wohnstätte
65195	Starklauf	90	Rufname
60672	Schnapauff	14	Übername
48412	Nieling	60	Übername
12968	Dreischmeier	65	Beruf
57946	Sadowski	1035	Herkunft
13213	Duderstadt	185	Herkunft
62607	Sedlaceck	1	Beruf
40909	Liebeherr	24	Übername
1215	Ambrass	11	Rufname
18524	Fünfgelt	11	Übername
2674	Bakirtzis	14	Beruf
62247	Schöllhammer	239	Beruf
42422	Lämmerzahl	102	Übername
13315	Dunkhorst	85	Herkunft
48635	Nikolaisen	16	Rufname
1439	Angelopoulou	3	Rufname
69388	Timtchenko	2	Rufname
19086	Geertsema	25	Rufname
23744	Hadasik	10	Rufname
5405	Bischoph	1	Übername
77294	Wägener	18	Beruf
24988	Hassels	107	Wohnstätte
16844	Fintzelius	7	Rufname
46919	Möcklin	41	Übername
40401	Lembrechts	1	Rufname
5062	Bierschenck	2	Beruf
36838	Kraffzik	36	Beruf
19881	Giacometti	3	Rufname
51214	Paulke	220	Rufname
46803	Mynarek	92	Beruf
52927	Poppenhäger	64	Herkunft
38202	Kuppelmayr	11	Beruf
48339	Niederjohann	11	Rufname
75653	Wieschiolek	8	Übername
41726	Loi	107	Rufname
42180	Luitpold	7	Rufname
53250	Pridigkeit	7	Rufname
3291	Bartolomes	1	Rufname
28335	Holzheu	287	Beruf
23270	Görtemüller	8	Beruf
46377	Moravek	42	Herkunft
7637	Brunnlehner	9	Beruf
30377	Jackle	2	Rufname
25420	Heerwaldt	5	Rufname
49869	Oetting	293	Rufname
34665	Kleinhempl	3	Rufname
58717	Schalkalwies	10	Beruf
59115	Schella	40	Rufname
32115	Jüttke	9	Rufname
2402	Aßenmacher	51	Beruf
49342	Nöthlichs	11	Übername
28646	Hoscheit	16	Herkunft
15132	Enneking	111	Rufname
69678	Tomkewicz	5	Rufname
10688	Damert	40	Rufname
73809	Waßmund	62	Rufname
8587	Bäuchel	2	Übername
35325	Klüßerath	1	Herkunft
30717	Janeck	133	Rufname
17114	Flösch	27	Beruf
62837	Seiler	5978	Beruf
12706	Domgörgen	72	Rufname
21510	Grigoßies	8	Rufname
31226	Jirouskova	1	Rufname
4085	Benkendorf	145	Herkunft
44209	Matties	26	Rufname
44511	Mazajczyk	4	Rufname
34085	Kirchgaesser	9	Wohnstätte
77979	Zehler	80	Beruf
68829	Thiezel	1	Rufname
48787	Noack	8070	Übername
8968	Bülten	34	Wohnstätte
50938	Papaefstathiou	1	Rufname
59074	Scheinfuss	3	Übername
58027	Saile	518	Beruf
37657	Krätzschmar	171	Beruf
49577	Oberloher	63	Herkunft
30699	Jancek	2	Rufname
60703	Schneemelcher	25	Beruf
10629	Dalcke	5	Rufname
5562	Blaszcok	2	Rufname
18984	Gayger	5	Beruf
40689	Leupertz	10	Rufname
58192	Sandfuchs	57	Wohnstätte
46319	Monheim	69	Herkunft
9001	Bürckel	44	Rufname
71336	Veitweber	19	Beruf
49588	Obermeir	29	Beruf
55327	Renecke	2	Rufname
40161	Leickhardt	1	Rufname
11477	Deppenmeier	60	Beruf
59135	Schellhase	458	Übername
18722	Gallagher	37	Rufname
54848	Reiferscheid	36	Herkunft
48434	Niemeijer	13	Beruf
36542	Koszlowski	4	Herkunft
75704	Wiesotzki	12	Herkunft
34190	Kirstges	29	Rufname
14284	Ehrentraut	501	Rufname
59714	Schindlmayer	2	Beruf
51703	Petersjohann	7	Rufname
78768	Zweckstätter	11	Herkunft
14772	El-Hussein	25	Rufname
63650	Sifrin	17	Rufname
77640	Yenice	21	Herkunft
42728	Lüerßen	81	Rufname
77136	Wuckasch	6	Rufname
59311	Scheuenpflug	47	Übername
74521	Weitschell	5	Rufname
30819	Janosik	9	Rufname
4817	Beyeler	26	Beruf
3429	Bauckloh	36	Wohnstätte
73136	Wagenbreth	82	Beruf
17862	Frieten	15	Rufname
50981	Papathanassiou	30	Rufname
52065	Pflugfelder	203	Herkunft
35022	Klobutschnik	1	Beruf
19346	Gemind	6	Herkunft
22085	Großekämper	10	Wohnstätte
11387	Deniel	4	Rufname
40205	Leiffheidt	9	Rufname
46930	Möhlenbruch	29	Wohnstätte
554	Agatz	65	Rufname
27866	Hoffmann	71440	Beruf
31537	Jonischus	1	Rufname
67942	Tannhausen	4	Herkunft
69371	Timmerwilken	3	Rufname
30547	Jakobiak	10	Rufname
12323	Ditscher	110	Rufname
74741	Wengschin	1	Herkunft
38445	Kuyumcuoglu	11	Beruf
56694	Rotbarth	5	Übername
3136	Bartelmäs	11	Rufname
13285	Dummernicht	2	Übername
20070	Giorgino	5	Rufname
55832	Riezler	36	Herkunft
76963	Wondratsch	25	Rufname
12036	Diewold	12	Rufname
52638	Podschuweit	26	Beruf
62315	Schönfleisch	24	Beruf
8257	Burggräf	35	Beruf
53299	Prinzlin	3	Übername
60958	Schoeneberger	23	Herkunft
17842	Friemauth	16	Übername
6016	Boeseke	6	Rufname
41398	Litwinow	32	Herkunft
57387	Röbschläger	9	Beruf
3632	Bechtluft	70	Rufname
17399	Franzbonenkamp	24	Wohnstätte
48273	Nicoley	39	Rufname
37753	Kubasek	21	Rufname
41035	Liesengang	1	Übername
12563	Dohrmeyer	3	Beruf
73158	Wagishauser	25	Herkunft
35042	Klockgeter	21	Beruf
34122	Kirchlehner	1	Beruf
69614	Tomandel	5	Rufname
41102	Limpert	417	Rufname
15488	Ersfeld	177	Herkunft
31687	Juergs	2	Rufname
23214	Göppe	7	Rufname
68455	Thallmaier	7	Beruf
61363	Schubardt	15	Beruf
71023	Uth	272	Rufname
73762	Wawrin	8	Rufname
40425	Lemm	1052	Rufname
33256	Kavuncu	11	Beruf
403	Adelheit	3	Rufname
26257	Hennebach	50	Herkunft
72194	Vostrowsky	3	Herkunft
58501	Schache	175	Wohnstätte
20345	Glöckler	616	Beruf
32723	Kapschack	5	Rufname
28596	Hornscheidt	46	Herkunft
12630	Dollischall	2	Übername
55482	Reuvers	63	Übername
46696	Muradov	6	Rufname
17250	Fominyh	3	Rufname
54791	Reicherd	6	Rufname
24778	Hartkens	23	Rufname
11471	Depolt	19	Rufname
60051	Schlichtmeier	18	Beruf
2894	Balzerreit	2	Rufname
31084	Jening	1	Rufname
46266	Mokrosch	4	Übername
33077	Kastenmayer	10	Beruf
44095	Mathäss	5	Rufname
52742	Pohlscheid	9	Herkunft
60033	Schlichtenmeyer	1	Beruf
19435	Georgiewa	8	Rufname
6863	Braunmiller	211	Beruf
48570	Niggeloh	81	Wohnstätte
29154	Huthwelker	59	Beruf
40114	Leibenguth	71	Übername
55349	Renneker	8	Rufname
72479	van den Bogaard	8	Wohnstätte
12974	Dreiseikelmann	14	Wohnstätte
67173	Störchel	7	Übername
50310	Orlov	100	Übername
11733	Didolff	11	Rufname
77790	Zagelmeyer	3	Beruf
70778	Unterbuchberger	44	Herkunft
78588	Zokolowski	17	Herkunft
27975	Hofsäß	246	Beruf
72893	von Scharfenberg	3	Wohnstätte
45971	Mishchenko	2	Rufname
26411	Henzchen	12	Rufname
40597	Lerchenmüller	118	Beruf
25408	Heerens	12	Rufname
54448	Rauhfuß	9	Übername
19027	Gebertsbauer	5	Beruf
23519	Güssregen	5	Übername
64838	Springinklee	6	Übername
13626	Döscher	604	Beruf
72812	von Martens	4	Rufname
72776	von Lacroix	4	Wohnstätte
7597	Brungardt	30	Rufname
35685	Kockhans	13	Rufname
72486	van den Boogaardt	1	Wohnstätte
58966	Scheffling	1	Beruf
42204	Lukasczyk	116	Rufname
26486	Herbert	2422	Rufname
78952	Ölhorn	12	Beruf
51771	Petrikis	5	Rufname
27532	Hirschmiller	33	Beruf
16204	Feichtmair	31	Beruf
20085	Girhard	6	Rufname
67691	Szyndler	3	Beruf
12700	Domernicht	4	Übername
45399	Mewius	1	Rufname
69631	Tomascheit	4	Rufname
14651	Eisenrieder	38	Herkunft
21556	Grippenkoven	5	Herkunft
45254	Mertlbaur	1	Beruf
46192	Moellering	3	Beruf
60652	Schnacken	7	Übername
22926	Gutknecht	709	Übername
53755	Pöttcke	4	Rufname
18613	Gaebelt	1	Rufname
3803	Behrenstecher	2	Beruf
11788	Diedrichsmeier	10	Beruf
5636	Bleibtreu	63	Übername
74547	Weißenfels	412	Herkunft
62209	Schäufele	331	Beruf
25690	Heindlmeier	23	Beruf
42730	Lügenbühl	1	Wohnstätte
7975	Buddemeyer	47	Beruf
31118	Jentges	150	Rufname
70562	Ulbermann	1	Rufname
78330	Zießelsberger	3	Herkunft
68147	Telci	18	Beruf
17380	Franklyn	5	Übername
62783	Seidermann	7	Beruf
38203	Kuppelmeier	1	Beruf
60877	Schnuer	22	Beruf
41930	Lubas	40	Rufname
44073	Mathiessen	12	Rufname
10529	Daberkow	221	Herkunft
12710	Domigall	19	Übername
12011	Diettmann	1	Rufname
36695	Kowalczik	53	Beruf
71403	Ventzky	2	Rufname
76873	Wollpert	11	Rufname
16985	Flaschner	2	Beruf
6380	Borchardt	2273	Rufname
34584	Kleine-Kleffmann	13	Wohnstätte
72484	van den Bongardt	8	Wohnstätte
67982	Taschner	396	Beruf
2680	Bal	347	Beruf
20452	Goeddertz	3	Rufname
31277	Jocubeit	5	Rufname
8400	Bussat	15	Übername
32475	Kalverkämper	12	Wohnstätte
22915	Guthörle	19	Übername
30076	Imgrunt	61	Wohnstätte
36217	Konya	45	Herkunft
6460	Borkenhagen	496	Herkunft
40284	Leipprand	25	Rufname
22828	Gunnars	1	Rufname
70494	Ueblacker	7	Übername
61956	Schwietal	5	Übername
2892	Balzer	4014	Rufname
45751	Mikolaizyk	5	Rufname
26825	Herwegen	12	Wohnstätte
8986	Bünge	1	Beruf
15398	Erlenmaier	82	Beruf
7576	Brummerhop	8	Wohnstätte
38222	Kupsa	10	Rufname
32828	Karastergios	9	Rufname
2186	Aufderstroth	19	Wohnstätte
72403	van Groningen	13	Herkunft
52702	Pogenwisch	3	Wohnstätte
20117	Gisbers	27	Rufname
30014	Ignatowitz	32	Rufname
48269	Nicolaßen	3	Rufname
63181	Severus	6	Rufname
34051	Kinzer	204	Rufname
13858	Ebelt	219	Rufname
32016	Jörgen	15	Rufname
20915	Gottschling	1199	Rufname
57336	Rzepecka	2	Herkunft
42275	Lunow	158	Herkunft
42685	Lückgens	7	Rufname
12463	Doehne	3	Rufname
76776	Wolfmiller	15	Beruf
471	Adolphs	462	Rufname
73091	Wackerow	52	Herkunft
13640	Dührig	24	Herkunft
28957	Huisgen	44	Wohnstätte
61784	Schwegl	1	Beruf
31455	Johänntgen	57	Rufname
51399	Pechert	7	Beruf
31885	Jurgait	24	Rufname
13705	Dürrwanger	64	Herkunft
45714	Mika	902	Rufname
33020	Kasperzyk	9	Rufname
294	Adalberts	4	Rufname
26313	Henningsmeyer	13	Beruf
11523	Deschelmayer	2	Beruf
32340	Kajris	1	Übername
38339	Kurzemann	6	Übername
10663	Dalmeir	2	Beruf
18367	Funfrock	1	Beruf
30416	Jacop	7	Rufname
10508	Cömez	24	Beruf
26561	Herding	186	Rufname
19502	Gerckens	100	Rufname
